State,pctBlack,pctAsian,pctHisp,pctUrban,pctWfarm,pctPubAsst,blackPerCap,NAperCap,asianPerCap,otherPerCap,pctEmployMfg,numForeignBorn,pctFgnImmig-3,houseVacant,pctVacantBoarded,pctHousWOphone,pctHousWOplumb,ownHousQrange,persEmergShelt,persHomeless,landArea,pctUsePubTrans,pctOfficDrugUnit,murdPerPop,rapesPerPop,assaultPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,pop,violentPerPop
MA,1.04,0.76,0.93,52.5,0.62,5.68,16353.0,14185.0,12729.0,1711.0,25.19,579.0,11.05,123.0,2.44,0.79,0.6,40400,0.0,0.0,19.2,2.13,0.0,0.0,26.1,156.63,841.87,130.52,96.35750000000002,14877,202.31
NJ,2.83,2.34,3.34,85.27,0.7,1.75,17092.0,27076.0,16246.0,18217.0,17.54,1871.0,15.39,557.0,1.08,0.78,0.23,56900,0.0,0.0,31.5,1.23,0.0,0.0,36.29,117.94,988.84,145.15,31.75,21282,185.97
PA,0.15,0.24,0.88,0.0,0.39,5.53,1651.0,0.0,6692.0,7649.0,36.78,148.0,11.49,306.0,1.63,5.02,0.74,39000,0.0,0.0,3.8,0.51,0.0,13.37,0.0,80.21,3535.86,140.36,66.84,14399,133.68
FL,4.66,3.03,3.06,100.0,0.5,4.15,11352.0,1471.0,7480.0,10005.0,8.34,530.0,8.11,319.0,0.94,2.79,0.0,31800,0.0,0.0,11.0,0.38,0.0,0.0,8.3,157.74,1519.3,49.81,8.3,10507,190.95
OH,0.6,2.89,0.94,100.0,0.53,1.46,26301.125,27285.875,30357.75,20230.25,17.66,1843.0,8.03,752.0,0.13,0.34,0.14,94400,0.0,0.0,16.5,2.97,0.0,0.0,6.56,32.78,816.31,196.7,3.28,27018,62.29
FL,26.130000000000003,0.27,1.69,0.0,1.49,17.75125,4244.0,1135.0,0.0,600.0,19.69,99.0,9.09,376.0,3.72,16.21,1.145,27200,3.0,2.5,6.5,2.59,0.0,8.98,110.94625,1127.55875,7895.694999999999,583.95,89.84,10201,2650.26
WI,5.22,2.35,0.86,100.0,0.15,3.38,12719.0,20453.0,16211.0,14826.0,17.63,1324.0,15.79,271.0,0.37,0.13,0.28,56100,0.0,0.0,6.0,1.85,0.0,0.0,22.54,15.03,6003.01,691.21,15.03,14088,405.71
OH,9.84,0.24,0.87,100.0,0.52,10.0,7938.0,12579.0,13929.0,2922.0,27.89,379.0,2.64,704.0,3.98,5.25,0.3,28800,15.0,0.0,13.7,0.21,0.0,6.36,35.0,111.36,2946.14,314.98,0.0,31007,264.07
WA,0.22,1.04,8.6,0.0,2.0700000000000003,9.64,17596.0,7780.0,9188.0,4499.0,8.76,1370.0,12.48,467.0,3.43,5.29,0.54,35900,56.0,2.5,6.3,0.17,0.0,0.0,84.41,320.77,6639.09,346.09,29.54,21756,485.38
NJ,1.34,3.56,2.52,88.2,0.73,2.48,20181.0,15919.0,15931.0,20230.25,17.66,1529.0,4.84,302.0,1.99,0.95,0.28,85500,0.0,0.0,22.1,1.78,0.0,0.0,14.18,61.43,1464.82,122.86,14.18,20429,103.96
CA,2.66,6.3425,21.1625,100.0,0.55,14.03,11803.0,11880.0,11560.0,7712.0,22.82,5873.0,13.72,140.0,1.43,2.3,1.01,110600,0.0,0.0,1.7,1.17,0.0,19.15,19.15,1027.77,2125.76,1008.62,57.45,15464,1640.6
WI,0.57,0.6,2.19,100.0,0.33,5.84,1196.0,8736.0,12194.0,6909.0,26.37,633.0,5.85,202.0,0.99,2.39,0.86,18400,0.0,0.0,4.9,4.65,0.0,0.0,21.73,130.36,2579.98,434.52,5.43,18659,217.26
OH,6.99,0.56,0.97,0.0,0.62,8.87,8765.0,13890.0,17426.0,15000.0,38.66,98.0,34.455000000000005,264.0,0.38,7.4,0.94,32400,6.0,0.0,6.4,1.03,0.0,0.0,67.74,160.89,3641.29,177.83,16.94,11353,279.45
NC,22.56,0.78,0.59,100.0,0.47,5.9,8185.0,10789.0,9659.0,10565.0,33.53,521.0,4.61,1069.0,1.22,4.92,0.32,49200,9.0,0.0,21.1,0.14,0.0,11.22,38.14,385.84,3896.54,224.33,24.68,39498,567.54
NV,2.66,2.03,8.13,98.62,0.31,3.61,11691.0,11008.0,10846.0,9773.0,8.37,3473.0,16.3,2163.0,0.79,1.95,0.23,56200,11.0,2.5,52.75,0.48,0.0,0.93,70.02,97.1,1689.9,345.45,30.81,64942,269.82
CA,10.97,4.81,21.1625,100.0,0.78,13.84,9092.0,10381.0,10513.0,9419.0,10.45,3986.0,12.72,1245.0,3.53,6.58,0.37,71100,0.0,0.0,14.1,1.0,0.0,10.15,35.52,484.62,2412.97,941.34,30.45,34439,880.44
MD,26.130000000000003,3.75,8.56,100.0,0.31,4.11,14392.0,11763.0,11692.0,10317.0,6.57,2132.0,20.31,234.0,1.71,2.51,0.24,47000,11.0,2.5,2.2,7.93125,0.0,6.83,20.5,273.3,3737.36,710.58,31.923785522788204,13864,703.74
IN,20.9,0.87,3.36,100.0,0.32,8.37,6946.0,8052.0,9816.0,6563.0,21.79,3546.0,14.13,2746.625,4.72,5.03,0.31,28700,57.5,2.5,37.7,3.63,0.0,17.92,98.09,544.22,5494.04,745.11,58.48,105511,1093.15
FL,15.14,0.67,3.88,100.0,0.1,5.94,7000.0,10788.0,9170.0,8397.0,8.42,805.0,6.96,1328.0,1.36,4.94,0.37,41300,26.0,1.0,4.6,0.0,0.0,7.82,86.07,759.0,5524.26,657.28,54.77,11936,1095.46
FL,0.17,0.59,2.48,100.0,0.28,2.4,11200.0,0.0,14431.0,0.0,8.33,942.0,4.99,790.0,7.5600000000000005,0.89,0.0,122700,0.0,0.0,2.4,0.89,0.0,0.0,0.0,103.38,3186.09,244.36,0.0,10378,178.57
CT,0.83,2.37,1.15,100.0,0.79,1.83,18096.0,0.0,20961.0,5400.0,15.61,935.0,2.57,123.0,4.88,0.14,0.09,91500,0.0,0.0,17.8,1.64,0.0,0.0,0.0,15.4,5204.0,438.8,30.79,12830,138.57
NJ,5.73,2.42,1.06,88.97,0.85,2.21,19631.0,7823.0,30357.75,2727.0,13.15,700.0,2.29,216.0,4.17,0.27,0.26,122700,0.0,0.0,15.3,2.89,0.0,0.0,24.25,109.12,1733.75,218.23,24.25,16116,181.86
CA,20.35,3.53,21.1625,100.0,0.54,12.49,11687.0,12335.0,9408.0,8168.0,17.46,8136.875,17.33,1943.0,2.32,3.63,0.19,45900,10.0,1.0,22.0,0.82,0.0,11.91,30.97,913.76,1296.18,1046.0,42.89,72388,1380.76
NC,24.88,0.7,0.54,100.0,0.69,9.19,7696.0,13449.0,13007.0,7231.0,35.21,586.0,10.92,1213.0,3.05,5.99,0.23,48100,57.5,2.5,31.5,0.87,0.0,21.525,41.57,907.93,5969.7,445.65,53.21,54732,1486.61
NJ,26.130000000000003,2.17,10.58,100.0,0.28,11.57,12601.0,14863.0,17166.0,8575.0,18.07,8136.875,14.31,2130.0,5.16,7.15,0.88,52500,6.0,2.5,3.1,7.93125,0.0,16.15,96.87,802.44,3327.63,1294.1399999999999,53.28,61018,2423.47
NJ,5.52,4.43,21.1625,100.0,0.63,8.82,9586.0,3841.0,13274.0,7070.0,16.71,5610.0,14.14,2385.0,2.77,4.91,0.71,108200,57.5,0.0,1.3,7.93125,0.0,5.96,11.93,512.88,3909.23,1294.1399999999999,2.98,33397,772.3
TX,0.76,0.42,21.1625,100.0,1.36,13.61,5639.0,8336.0,11154.0,5553.0,12.27,6798.0,12.11,2400.0,6.92,14.4,1.04,35000,21.0,2.5,27.9,0.14,0.0,10.61,5.3,627.57,5877.99,680.61,17.68,48735,758.39
VA,0.8,2.2,1.0,100.0,0.62,3.08,9256.0,0.0,15658.0,6858.0,16.23,670.0,7.61,229.0,0.44,2.84,0.17,41300,19.0,0.0,7.7,0.3,0.0,0.0,36.12,108.36,4322.18,258.85,6.02,16064,234.77
VA,12.12,2.44,1.36,91.0,0.42,3.09,11735.0,0.0,17121.0,240.0,10.79,409.0,22.25,341.0,0.0,1.58,0.14,63800,0.0,0.0,12.5,2.21,0.0,0.0,68.01,437.18,4697.25,361.89,36.43,13057,699.49
IN,3.72,0.49,0.79,100.0,0.83,4.89,9106.0,5537.0,3672.0,5927.0,20.64,190.0,17.89,496.0,2.42,4.18,0.13,22900,10.0,0.0,8.8,0.38,0.0,13.78,45.92,45.92,6456.35,491.34,9.18,19833,225.01
MA,1.91,1.01,7.81,0.0,0.6,7.66,18162.0,27285.875,15608.0,10540.0,34.01,682.0,9.53,315.0,2.54,3.08,0.48,51400,0.0,0.0,5.9,0.05,0.0,7.26,36.3,435.6,1575.43,58.08,7.26,13222,500.94
MO,2.37,3.64,1.25,99.59,1.41,1.18,24612.0,15314.0,20386.0,17740.0,20.3,2257.0,18.56,904.0,0.22,0.09,0.06,81800,0.0,0.0,31.0,0.42,0.0,0.0,9.95,67.14,1981.95,74.6,14.92,37991,106.93
NJ,3.23,3.02,4.01,100.0,0.5,3.02,17649.0,5855.0,15742.0,20230.25,20.04,2802.0,7.78,598.0,2.68,0.52,0.0,58300,0.0,0.0,16.7,7.93125,0.0,0.0,13.66,204.96,1948.46,295.14,16.4,34986,284.21
NC,17.29,0.64,0.5,0.0,1.23,10.58,5196.0,14536.0,21913.0,5000.0,22.56,136.0,0.0,417.0,0.72,8.76,1.145,37600,38.0,0.0,8.0,0.19,0.0,0.0,5.93,516.14,5855.48,296.63,11.87,15722,634.79
TX,0.65,2.11,21.1625,0.0,2.0700000000000003,4.11,8740.0,9707.0,7233.0,6773.0,24.4,1254.0,14.43,417.0,7.43,7.13,1.145,36000,18.0,0.0,4.5,0.07,0.0,0.0,0.0,373.7936987759446,3372.749370037057,7.21,0.0,12871,580.6435729499468
MA,0.97,2.65,0.86,100.0,0.82,2.47,12848.0,8040.0,30357.75,4629.0,13.01,1572.0,11.96,278.0,2.88,0.26,0.15,122700,0.0,0.0,6.3,7.93125,0.0,0.0,9.52,38.08,894.77,185.62,0.0,20267,52.35
WI,0.1,1.67,0.73,0.0,0.26,8.56,8941.0,5423.0,5678.0,437.0,32.83,281.0,11.39,284.0,0.35,2.75,0.37,21000,0.0,0.0,12.1,0.0,0.0,5.41,5.41,243.34,4693.67,86.52,10.81,18245,264.97
WA,0.54,2.13,2.04,100.0,0.53,11.87,4900.0,8137.0,11609.0,4495.0,28.17,1094.0,4.84,566.0,4.95,4.83,0.52,32100,57.5,0.0,12.4,0.29,0.0,3.01,45.12,177.48,5107.84,354.96,31.923785522788204,31499,339.92
NJ,0.93,0.91,1.59,100.0,0.13,3.96,15698.0,0.0,12646.0,14264.0,16.64,437.0,0.0,110.0,4.55,1.62,0.17,26400,0.0,0.0,3.1,4.26,0.0,0.0,8.1,56.72,1288.28,153.95,32.41,12603,81.02
AZ,0.27,1.53,2.03,100.0,2.0700000000000003,2.3,26301.125,27285.875,30357.75,7765.0,10.0,712.0,18.96,432.0,1.16,0.05,0.0,122700,0.0,0.0,15.8,0.48,0.0,0.0,7.01,84.11,1184.55,294.39,0.0,11671,140.18
CA,0.33,4.72,16.9,100.0,1.08,12.37,4900.0,9757.0,12950.0,7741.0,16.67,5441.0,12.0,675.0,1.63,3.46,0.68,64700,57.5,2.5,11.0,0.1,0.0,3.8,55.04,998.37,4466.08,599.78,28.47,51874,1195.76
MA,4.0,1.11,1.79,93.51,1.22,5.09,17533.0,9000.0,28003.0,20230.25,18.56,2993.0,6.82,360.0,2.22,1.34,0.15,52100,0.0,0.0,16.6,5.98,0.0,0.0,25.38,170.41,1189.22,634.49,7.25,26777,264.67
NJ,0.49,6.3425,2.01,68.35,0.56,2.75,26301.125,0.0,29951.0,0.0,10.96,1415.0,4.38,102.0,6.86,0.41,0.0,122700,0.0,0.0,18.6,7.93125,0.0,0.0,16.58,66.31,1715.85,49.73,16.58,11532,99.47
NJ,5.19,3.3,12.01,100.0,0.72,2.99,17052.0,13939.0,17352.0,10276.0,19.75,2708.0,10.27,443.0,0.23,1.61,0.23,43200,9.0,0.0,2.9,5.04,0.0,0.0,10.32,278.62,3699.5,763.63,20.64,18820,443.73
MO,2.34,0.77,2.35,100.0,0.48,3.95,9292.0,8494.0,10217.0,9678.0,17.26,314.0,10.51,461.0,0.22,4.93,0.31,24900,0.0,0.0,12.6,0.28,0.0,4.79,47.91,124.57,2453.16,162.91,14.37,18150,201.24
MO,7.81,2.02,1.36,0.0,2.0700000000000003,5.9,4952.0,4366.0,15801.0,2977.0,8.38,481.0,34.455000000000005,458.0,1.09,5.04,0.15,39400,0.0,0.0,8.6,0.23,0.0,5.96,53.62,77.45,2073.4,119.16,11.92,15244,208.53
IN,9.18,0.6,0.68,0.0,0.51,10.61,8179.0,10876.0,16467.0,6694.0,26.88,316.0,14.87,1363.0,5.28,12.47,0.97,31500,15.0,0.0,19.0,1.32,0.0,7.66,30.65,30.65,3547.53,224.75,96.35750000000002,38705,168.57
IN,5.02,0.85,6.9,97.12,0.68,3.97,16411.0,7049.0,8915.0,12529.0,23.5,1900.0,1.26,316.0,0.32,1.08,0.21,23100,0.0,0.0,32.1,1.78,0.0,3.58,7.17,301.11,2806.75,1028.78,7.17,27257,426.57
PA,26.130000000000003,1.23,0.89,100.0,0.71,7.23,15392.0,27285.875,13013.0,4263.0,11.44,748.0,11.1,225.0,1.78,1.19,0.94,29300,0.0,0.0,1.7,7.93125,0.0,0.0,0.0,156.84,2988.28,883.28,41.27,11980,354.96
MO,8.05,0.29,0.79,100.0,0.61,3.35,11204.0,22000.0,1931.0,12000.0,19.24,82.0,0.0,108.0,0.0,0.31,0.0,15300,0.0,0.0,4.5,1.46,0.0,0.0,0.0,146.91,3103.48,505.0,0.0,10922,339.73
CT,0.58,0.53,1.3,18.71,0.92,3.74,18001.0,10674.0,30357.75,5854.0,27.93,978.0,2.86,906.0,0.88,1.07,0.64,111700,4.0,0.0,40.1,0.95,0.0,0.0,0.0,5.94,2137.64,77.19,5.94,16919,47.5
CA,10.92,6.3425,13.91,100.0,0.65,10.42,11829.0,11485.0,12665.0,10174.0,9.25,8136.875,17.1,2746.625,3.94,2.56,1.145,122700,57.5,2.5,48.4,7.93125,0.0,17.47,48.89,598.75,4680.3,1294.1399999999999,66.09,723959,1810.07
CA,4.11,6.3425,21.1625,100.0,0.54,7.21,14428.0,20325.0,13406.0,13002.0,17.69,6877.0,14.47,579.0,1.21,1.89,0.17,73900,50.0,0.0,7.2,2.84,0.0,21.525,40.12,314.26,2839.5,1252.59,49.03,43207,686.47
OR,1.18,6.3425,2.76,0.0,1.49,3.83,5112.0,7848.0,7760.0,6560.0,12.76,4552.0,34.455000000000005,564.0,2.66,2.45,0.6,38000,11.0,2.5,13.4,1.56,0.0,2.12,38.24,121.1,3943.23,161.47,55.24,44757,220.96
CA,2.07,4.87,21.1625,100.0,0.17,17.31,10292.0,10700.0,13775.0,8962.0,28.17,3726.0,16.94,161.0,0.62,2.75,0.33,46100,0.0,0.0,9.0,2.65,0.0,18.33,79.42,1127.55875,6157.98,1294.1399999999999,42.76,15520,2089.32
NJ,22.95,1.13,3.07,68.24,0.8,4.41,12384.0,17892.0,19823.0,7087.0,13.09,731.0,7.93,757.0,4.89,2.16,0.39,45600,57.5,0.0,52.75,6.02,0.0,3.19,19.14,379.55,1556.47,315.76,35.08,30087,494.37
CT,4.29,0.7,13.69,100.0,0.37,6.44,11356.0,14472.0,7914.0,7754.0,24.47,3583.0,8.74,1586.0,1.64,4.01,0.6,44600,29.0,2.5,24.6,0.75,0.0,1.76,8.78,158.09,2944.07,526.98,15.81,59479,332.0
CA,4.51,6.3425,14.05,100.0,0.6,4.76,13801.0,14193.0,26110.0,11390.0,9.49,8136.875,11.43,2746.625,6.64,1.36,0.44,106401,57.5,2.5,8.6,5.41,0.0,10.29,56.01,767.0,7065.29,1294.1399999999999,96.35750000000002,86905,1651.73
CT,0.84,1.68,1.15,0.0,0.8,1.92,25004.0,20400.0,21423.0,11618.0,14.65,1385.0,8.74,265.0,1.13,0.03,0.16,109200,0.0,0.0,35.1,2.73,0.0,0.0,0.0,0.0,1056.88,36.29,18.14,22023,9.07
ME,0.3,0.84,0.48,0.0,0.79,8.9,10160.0,9595.0,6950.0,3350.0,29.35,987.0,7.09,1095.0,2.28,4.98,0.45,57800,0.0,0.0,31.1,1.32,0.0,0.0,58.73,58.73,4282.5,156.62,96.35750000000002,20710,161.51
WI,0.04,0.24,0.64,0.0,0.21,2.7,26301.125,8945.0,4547.0,20230.25,28.19,213.0,3.76,156.0,0.64,0.88,0.18,32600,0.0,0.0,6.0,0.1,0.0,0.0,0.0,126.36,2299.72,210.6,8.42,10993,168.48
FL,7.49,1.76,5.29,100.0,0.56,3.82,9057.0,11112.0,10037.0,8550.0,24.57,4611.0,13.29,2746.625,1.32,2.71,0.17,31700,0.0,0.0,52.75,0.15,0.0,5.24,28.84,508.61,3303.36,284.46,10.49,62632,602.99
OR,1.08,2.75,3.35,100.0,0.98,4.91,11039.0,10871.0,12440.0,7190.0,16.05,3490.0,16.53,1273.0,1.81,2.58,0.15,30200,22.0,0.0,22.9,5.73,0.0,1.25,65.0,138.76,2900.22,848.81,36.25,68235,342.53
PA,12.04,0.47,2.4,100.0,0.28,12.93,7488.0,9415.0,7945.0,3893.0,24.06,2517.0,7.91,2746.625,6.8,5.63,0.51,23400,57.5,0.0,22.8,3.82,0.0,6.45,54.34,317.75,3003.4,347.22,58.02,108718,770.88
UT,0.26,2.73,4.17,99.98,1.26,4.87,4320.0,4596.0,5336.0,4119.0,11.94,4715.0,34.455000000000005,773.0,2.85,2.4,0.2,53100,57.5,2.5,40.0,2.82,0.0,1.1,39.77,97.22,3191.77,171.24,11.05,86835,157.99
ME,0.67,0.69,0.71,100.0,0.4,10.26,4538.0,5332.0,8624.0,14367.0,25.95,2254.0,3.02,1295.0,4.48,6.29,0.37,36700,57.5,0.0,35.3,0.97,0.0,0.0,18.71,227.18,4786.85,138.98,53.45,39757,374.18
OH,1.46,0.39,2.45,0.0,2.0700000000000003,5.67,13176.0,12233.0,17945.0,9303.0,34.81,48.0,0.0,347.0,1.73,6.04,0.68,30500,13.0,0.0,5.2,0.2,0.0,0.0,110.94625,329.4,3484.74,277.39,78.02,10891,468.1
NC,26.130000000000003,3.01,5.23,100.0,0.57,6.49,7900.0,6005.0,6966.0,7437.0,5.47,1268.0,17.19,894.0,3.47,6.79,0.32,34500,20.0,0.0,13.5,0.16,0.0,5.16,43.02,311.47,3944.18,254.68,13.77,30013,533.46
OH,0.08,0.24,1.33,100.0,0.0,5.26,0.0,18404.0,11741.0,4000.0,28.87,293.0,3.07,393.0,1.27,1.59,0.48,39500,0.0,0.0,11.1,0.13,0.0,0.0,26.28,35.04,2172.39,96.36,0.0,11127,70.08
FL,5.26,1.99,11.51,99.75,0.31,2.63,12998.0,16407.0,12124.0,12032.0,7.93,8136.875,8.69,2746.625,0.18,0.33,0.12,40800,0.0,0.0,33.1,0.76,0.0,0.0,13.29,167.99,3858.98,589.79,13.29,65452,305.77
OH,1.72,1.13,0.71,100.0,0.62,1.82,17886.0,7249.0,15002.0,8246.0,11.61,463.0,11.45,305.0,0.33,0.95,0.15,61300,12.0,0.0,8.5,0.69,0.0,0.0,34.3,40.02,2529.58,65.74,48.59,29092,122.91
MA,1.3,0.54,1.18,0.0,0.97,13.12,6789.0,11869.0,5879.0,12989.0,22.76,574.0,2.44,604.0,2.32,5.03,1.145,45100,0.0,0.0,21.2,1.84,0.0,0.0,12.85,545.96,2607.75,128.46,0.0,16797,571.65
NJ,2.71,2.62,4.39,100.0,0.86,4.61,22450.0,24382.0,18272.0,13502.0,26.96,2604.0,16.67,210.0,0.0,1.18,0.76,75600,0.0,0.0,1.0,6.53,0.0,0.0,0.0,18.97,1906.84,483.83,37.95,10828,47.43
WI,2.31,1.26,0.74,100.0,1.89,2.05,20362.0,1140.0,6542.0,214.0,17.77,628.0,4.78,219.0,1.37,0.0,0.46,100500,0.0,0.0,47.8,1.01,0.0,0.0,0.0,9.24,974.55,78.52,9.24,18885,9.24
MD,4.42,0.54,0.45,100.0,0.2,14.84,6573.0,16871.0,28856.0,1047.0,10.3,264.0,6.82,1165.0,4.21,6.16,0.32,29500,30.0,0.0,8.6,1.49,0.0,0.0,20.77,1038.55,3880.03,211.86,0.0,23706,1121.64
MO,26.130000000000003,0.39,0.65,100.0,0.28,10.26,8770.0,9412.0,2713.0,0.0,24.05,117.0,5.98,426.0,7.5600000000000005,2.41,0.11,15500,0.0,0.0,5.1,4.04,0.0,21.525,39.05,351.43,2545.88,944.94,31.24,12450,851.23
CO,12.84,2.35,21.1625,99.99,0.75,7.61,10442.0,7703.0,9556.0,6993.0,10.02,8136.875,17.53,2746.625,6.41,5.49,0.35,41000,57.5,2.5,52.75,7.93125,0.0,14.63,77.69,577.65,3530.34,1294.1399999999999,86.98,467610,1038.27
TX,10.16,0.23,21.1625,100.0,0.35,4.77,7718.0,5821.0,0.0,5620.0,20.53,1919.0,15.89,232.0,7.5600000000000005,8.61,0.15,15100,0.0,0.0,5.2,0.9,0.0,0.0,19.2,412.91,1478.78,307.28,9.6,10033,499.33
MA,0.8,0.62,1.25,52.81,1.63,4.72,7575.0,0.0,5067.0,13628.0,17.95,304.0,30.59,171.0,3.51,0.0,0.0,48200,0.0,0.0,24.2,1.1,0.0,9.42,0.0,292.01,941.97,9.42,0.0,10191,310.85
OK,1.78,1.28,3.36,100.0,0.47,3.81,10288.0,9872.0,10500.0,9266.0,16.44,874.0,6.64,1257.0,4.06,3.81,0.27,24000,0.0,0.0,22.3,0.11,0.0,0.0,56.0,233.35,2522.52,364.03,18.67,40318,331.36
CA,6.72,6.3425,9.09,100.0,0.6,5.98,12610.0,20871.0,15217.0,12398.0,11.28,8136.875,12.97,1442.0,0.69,1.41,0.41,122700,35.0,0.0,11.1,7.93125,0.0,1.26,32.88,263.07,4145.85,605.82,58.18,76459,599.49
WI,0.13,0.56,1.18,0.0,0.79,6.03,26301.125,14461.0,10497.0,5157.0,30.14,149.0,8.72,246.0,0.0,1.69,0.43,25600,5.0,0.0,4.9,0.15,0.0,0.0,26.77,234.21,4871.52,80.3,6.69,14196,260.97
CT,1.01,0.92,3.22,86.32,0.41,3.08,17440.0,21576.0,21177.0,10046.0,23.41,2436.0,10.59,769.0,1.3,1.01,0.23,66800,17.0,2.5,40.4,0.47,0.0,2.42,12.1,41.13,2020.13,300.0,31.45,40822,87.1
OH,3.29,1.41,0.73,100.0,0.48,2.92,15156.0,11530.0,23165.0,12995.0,21.6,772.0,15.93,992.0,0.0,1.22,0.01,35100,0.0,0.0,21.6,0.54,0.0,4.87,19.48,394.43,3462.21,282.43,21.91,39729,477.21
CA,1.15,6.3425,11.17,100.0,0.8,2.44,11580.0,27285.875,18201.0,14943.0,8.17,5362.0,14.9,225.0,0.44,0.38,0.11,122700,0.0,0.0,3.3,5.08,0.0,4.77,19.07,138.27,1759.4,314.69,14.3,20412,290.85
LA,18.06,1.51,2.63,100.0,0.72,5.77,5396.0,12472.0,6456.0,6753.0,10.19,1338.0,6.05,2746.625,7.5600000000000005,5.77,0.58,34700,13.0,1.0,39.4,0.28,0.0,16.44,38.35,882.05,4656.77,392.63,32.87,52721,1073.8
PA,12.24,1.96,20.56,100.0,0.49,13.56,7320.0,8393.0,7129.0,4860.0,27.16,2300.0,12.04,1279.0,5.47,7.75,0.75,27600,57.5,0.0,7.6,5.48,0.0,19.03,77.83,306.14,4815.28,541.37,51.89,55551,875.19
LA,26.130000000000003,0.53,1.15,100.0,0.54,11.65,6372.0,8388.0,10343.0,20230.25,15.94,634.0,14.83,2746.625,6.17,6.39,0.63,38800,15.0,2.5,33.2,0.93,0.0,16.47,41.17,605.13,4023.22,430.86,19.21,70580,889.17
MA,1.9,2.06,1.97,85.86,1.0,4.0,26301.125,21736.0,29029.0,7922.0,18.76,809.0,6.43,214.0,1.4,0.59,0.19,63300,0.0,0.0,12.9,3.31,0.0,0.0,0.0,343.81,559.69,15.99,0.0,12066,351.8
PA,1.11,0.8,0.33,73.08,0.61,4.55,6875.0,0.0,9195.0,0.0,12.78,222.0,0.0,183.0,1.64,1.4,0.5,37300,23.0,0.0,20.2,0.86,0.0,0.0,28.22,508.01,1679.25,105.84,21.17,12777,536.23
CA,0.77,6.3425,10.66,100.0,1.37,3.58,21896.0,7717.0,18474.0,13736.0,12.06,8136.875,22.29,1131.0,2.92,0.42,0.36,122700,0.0,2.0,11.3,1.76,0.0,3.93,7.86,198.4,2854.17,644.3,41.25,48290,398.76
MA,4.72,1.2,1.01,100.0,0.75,3.99,16773.0,27285.875,18457.0,12595.0,7.91,1929.0,6.43,254.0,1.18,0.11,0.2,105300,0.0,0.0,13.5,7.93125,0.0,0.0,11.32,132.09,932.18,181.15,0.0,25725,200.02
NC,26.130000000000003,0.31,0.7,0.0,1.13,12.92,6413.0,19859.0,12460.0,6327.0,26.61,316.0,22.15,922.0,7.5600000000000005,9.5,0.31,43900,30.0,0.0,19.2,0.87,0.0,20.24,48.06,910.61,6816.92,672.84,37.94,36930,1449.39
CA,4.03,1.6,21.1625,100.0,1.18,11.32,6074.0,10066.0,10585.0,6445.0,3.67,8136.875,20.84,2281.0,6.53,7.05,0.94,33900,21.0,2.5,17.6,1.14,0.0,21.525,78.18,476.63,4214.06,1177.72,25.22,36793,950.75
MD,12.83,1.93,2.11,100.0,0.35,5.18,10220.0,9253.0,13073.0,8243.0,11.27,1312.0,34.455000000000005,940.0,1.28,5.17,0.43,54200,43.0,2.5,18.8,2.28,0.0,6.39,63.88,981.58,3379.11,319.39,40.46,40148,1239.22
WA,1.44,6.3425,1.44,100.0,0.94,1.27,26301.125,27285.875,21042.0,9429.0,12.74,2166.0,16.25,314.0,0.32,0.2,0.59,122700,0.0,0.0,6.6,6.42,0.0,0.0,14.09,61.06,1470.1,89.24,32.88,20816,103.33
OH,26.130000000000003,1.38,0.91,100.0,0.64,4.16,13924.0,0.0,9438.0,766.0,20.93,381.0,13.91,357.0,0.28,0.86,0.2,24500,0.0,0.0,6.6,3.79,0.0,5.27,52.71,73.8,5413.53,142.32,47.44,18609,326.81
UT,0.59,5.11,3.13,100.0,2.0700000000000003,4.61,4162.0,4983.0,5600.0,7257.0,23.69,2563.0,34.455000000000005,406.0,0.25,5.11,0.15,35800,4.0,0.0,14.6,0.92,0.0,2.71,24.4,48.79,3149.82,81.32,2.71,32762,89.45
VA,26.130000000000003,2.33,2.77,100.0,0.3,7.74,8154.0,11662.0,8806.0,9760.0,20.19,6932.0,12.97,2746.625,3.83,7.26,0.31,35800,57.5,2.5,52.75,2.9,0.0,12.16,56.93,737.3,4016.47,378.05,34.82,170045,845.63
NJ,3.04,1.46,2.4,100.0,0.23,1.52,17816.0,7511.0,15337.0,20230.25,15.35,1727.0,5.5,233.0,0.86,0.58,0.73,70100,0.0,0.0,5.0,7.93125,0.0,0.0,8.61,68.9,1881.76,193.77,4.31,22633,103.35
CA,9.5,6.3425,21.1625,0.0,0.35,17.75125,8946.0,6205.0,4232.0,7255.0,11.81,2875.0,19.34,847.0,3.07,6.94,0.36,60700,36.0,0.0,19.1,0.44,0.0,21.21,33.94,602.49,3020.92,844.33,96.35750000000002,20570,895.24
CA,2.69,1.87,21.1625,0.0,2.0700000000000003,17.34,6698.0,8554.0,19559.0,6119.0,10.71,2429.0,12.31,298.0,0.34,6.2,0.28,67400,17.0,0.0,7.2,0.0,0.0,0.0,22.19,1127.55875,4398.96,404.95,0.0,14519,1647.53
KY,8.69,0.32,0.28,0.0,2.0700000000000003,17.75125,6748.0,11413.0,0.0,5600.0,25.43,34.0,0.0,382.0,1.05,10.61,0.56,34400,0.0,0.0,10.9,0.18,0.0,15.53,0.0,46.6,419.42,31.07,0.0,12351,62.14
