treat,age,black,hisp,married,nodegr,re74,re75,re78,u75
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,21.0,1.0,0.0,0.0,0.0,0.0,0.0,9983.784,1.0
True,40.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.503,1.0
True,18.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.845,1.0
True,40.0,1.0,0.0,0.0,0.0,0.0,0.0,2456.153,1.0
True,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,31.0,0.0,1.0,0.0,1.0,0.0,0.0,20311.7875,1.0
True,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,26.0,1.0,0.0,0.0,1.0,0.0,0.0,9265.788,1.0
True,25.0,1.0,0.0,0.0,1.0,0.0,0.0,485.2298,1.0
True,18.0,1.0,0.0,0.0,1.0,0.0,0.0,4814.627,1.0
True,19.0,1.0,0.0,0.0,1.0,0.0,0.0,7458.105,1.0
True,40.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,27.0,1.0,0.0,0.0,0.0,0.0,0.0,20311.7875,1.0
True,17.0,1.0,0.0,0.0,1.0,0.0,0.0,1953.268,1.0
True,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
True,26.0,1.0,0.0,1.0,1.0,2027.999,0.0,0.0,1.0
True,20.0,1.0,0.0,0.0,1.0,2060.9722500000003,0.0,8881.665,1.0
True,17.0,0.0,1.0,0.0,1.0,445.1704,74.34345,6210.67,0.0
True,20.0,1.0,0.0,0.0,0.0,989.2678,165.2077,0.0,0.0
True,18.0,1.0,0.0,0.0,1.0,858.2543,214.5636,929.8839,0.0
True,27.0,1.0,0.0,1.0,0.0,2060.9722500000003,334.0493,0.0,0.0
True,21.0,0.0,0.0,0.0,0.0,2060.9722500000003,334.0494,12558.02,0.0
True,27.0,1.0,0.0,0.0,0.0,2060.9722500000003,357.9499,20311.7875,0.0
True,20.0,1.0,0.0,0.0,0.0,0.0,377.5686,1652.637,0.0
True,19.0,1.0,0.0,0.0,1.0,0.0,385.2741,8124.715,0.0
True,23.0,1.0,0.0,0.0,0.0,2060.9722500000003,501.0741,671.3318,0.0
True,29.0,1.0,0.0,0.0,0.0,0.0,679.6734,17814.98,0.0
True,18.0,1.0,0.0,0.0,1.0,0.0,798.9079,9737.154,0.0
True,19.0,1.0,0.0,0.0,1.0,0.0,798.9079,17685.18,0.0
True,27.0,0.0,0.0,1.0,0.0,2060.9722500000003,853.7225,0.0,0.0
True,18.0,0.0,0.0,0.0,1.0,2060.9722500000003,919.5579,4321.705,0.0
True,27.0,1.0,0.0,1.0,1.0,0.0,934.4454,1773.423,0.0
True,22.0,1.0,0.0,0.0,0.0,2060.9722500000003,936.1773,0.0,0.0
True,23.0,1.0,0.0,1.0,1.0,0.0,936.4386,11233.26,0.0
True,23.0,0.0,1.0,0.0,0.0,2060.9722500000003,1117.439,559.4432,0.0
True,20.0,1.0,0.0,0.0,1.0,2060.9722500000003,1220.836,1085.44,0.0
True,17.0,1.0,0.0,0.0,1.0,1716.509,1253.439,5445.2,0.0
True,28.0,1.0,0.0,0.0,1.0,0.0,1284.079,20311.7875,0.0
True,26.0,1.0,0.0,1.0,1.0,0.0,1392.853,1460.36,0.0
True,20.0,1.0,0.0,0.0,1.0,2060.9722500000003,1484.994,6943.342,0.0
True,24.0,1.0,0.0,1.0,1.0,824.3886,1666.113,4032.708,0.0
True,31.0,1.0,0.0,0.0,1.0,0.0,1698.607,10363.27,0.0
True,23.0,0.0,0.0,1.0,1.0,0.0,1713.15,4232.309,0.0
True,18.0,1.0,0.0,0.0,1.0,2060.9722500000003,1784.274,11141.39,0.0
True,29.0,1.0,0.0,0.0,0.0,2060.9722500000003,1817.284,0.0,0.0
True,26.0,0.0,0.0,0.0,1.0,0.0,2226.266,13385.86,0.0
True,24.0,1.0,0.0,0.0,1.0,2060.9722500000003,2288.675,4849.559,0.0
True,25.0,1.0,0.0,0.0,0.0,2060.9722500000003,2409.274,0.0,0.0
True,24.0,1.0,0.0,0.0,1.0,2060.9722500000003,2421.947,1660.508,0.0
True,40.0,1.0,0.0,0.0,1.0,2060.9722500000003,2594.723,0.0,0.0
True,31.0,0.0,0.0,0.0,0.0,0.0,2611.218,2484.549,0.0
True,19.0,1.0,0.0,0.0,1.0,2060.9722500000003,2615.276,4146.603,0.0
True,19.0,1.0,0.0,0.0,1.0,0.0,2657.057,9970.681,0.0
True,27.0,1.0,0.0,0.0,1.0,2060.9722500000003,2666.274,0.0,0.0
True,26.0,1.0,0.0,1.0,1.0,0.0,2754.646,20311.7875,0.0
True,20.0,1.0,0.0,0.0,1.0,2060.9722500000003,2777.355,5615.189,0.0
True,28.0,1.0,0.0,0.0,1.0,0.0,2836.506,3196.571,0.0
True,24.0,1.0,0.0,0.0,0.0,2060.9722500000003,2842.764,6167.681,0.0
True,19.0,1.0,0.0,0.0,1.0,2060.9722500000003,2937.264,7535.942,0.0
True,23.0,1.0,0.0,0.0,0.0,2060.9722500000003,3039.96,8484.239,0.0
True,40.0,1.0,0.0,1.0,1.0,0.0,3052.09,1294.409,0.0
True,25.0,1.0,0.0,0.0,0.0,2060.9722500000003,3052.09,0.0,0.0
True,18.0,1.0,0.0,0.0,1.0,0.0,3052.09,5010.342,0.0
True,21.0,1.0,0.0,0.0,0.0,2060.9722500000003,3052.09,9371.037,0.0
True,27.0,1.0,0.0,0.0,1.0,1001.146,3052.09,0.0,0.0
True,21.0,1.0,0.0,0.0,1.0,989.2678,3052.09,4279.613,0.0
True,22.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,3462.564,0.0
True,31.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,7382.549,0.0
True,24.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,0.0,0.0
True,29.0,1.0,0.0,0.0,1.0,0.0,3052.09,0.0,0.0
True,29.0,1.0,0.0,0.0,0.0,2060.9722500000003,3052.09,10976.51,0.0
True,19.0,0.0,0.0,0.0,1.0,0.0,3052.09,13829.62,0.0
True,19.0,0.0,1.0,1.0,1.0,2060.9722500000003,3052.09,6788.463,0.0
True,31.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,9558.501,0.0
True,22.0,1.0,0.0,1.0,1.0,1468.348,3052.09,13228.28,0.0
True,21.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,743.6666,0.0
True,17.0,1.0,0.0,0.0,1.0,1291.468,3052.09,5522.788,0.0
True,26.0,1.0,0.0,1.0,0.0,2060.9722500000003,3052.09,1424.944,0.0
True,20.0,0.0,1.0,0.0,1.0,2060.9722500000003,3052.09,1358.643,0.0
True,19.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,0.0,0.0
True,26.0,1.0,0.0,0.0,1.0,2060.9722500000003,3052.09,672.8773,0.0
True,28.0,1.0,0.0,0.0,1.0,1929.029,3052.09,0.0,0.0
True,22.0,0.0,1.0,1.0,0.0,492.2305,3052.09,10092.83,0.0
True,33.0,1.0,0.0,0.0,1.0,0.0,3052.09,6281.433,0.0
True,22.0,0.0,0.0,0.0,0.0,2060.9722500000003,3052.09,12590.71,0.0
True,29.0,0.0,1.0,0.0,1.0,0.0,3052.09,5112.014,0.0
True,33.0,1.0,0.0,1.0,0.0,2060.9722500000003,3052.09,15952.6,0.0
True,25.0,1.0,0.0,1.0,0.0,2060.9722500000003,3052.09,20311.7875,0.0
True,35.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,12803.97,0.0
True,35.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,3786.628,0.0
True,33.0,1.0,0.0,1.0,1.0,2060.9722500000003,3052.09,4181.942,0.0
